n-gram (n =2),Location
"{ad,diuinus}",prud. ham. 2.178 |5.6|
"{ad,dura}",prud. ham. 2.429 |3.7|
"{ad,duro}",prud. ham. 2.429 |3.7|
"{ad,durus}",prud. ham. 2.429 |3.7|
"{ad,erilem}",prud. epil. 22 |3.6|
"{ad,erilis}",prud. epil. 22 |3.6|
"{ad,esca}",prud. ham. 2.814 |5.6|
"{ad,escam}",prud. ham. 2.814 |5.6|
"{ad,fructibus}",prud. ham. 1.3 |2.6|
"{ad,fructus}",prud. ham. 1.3 |2.6|
"{ad,gigantas}",prud. ham. 2.499 |5.7|
"{ad,gigas}",prud. ham. 2.499 |5.7|
"{ad,hiulcum}",prud. ham. 2.789 |6.7|
"{ad,hiulcus}",prud. ham. 2.789 |6.7|
"{ad,interpres}",prud. ham. 2.327 |1.5|
"{ad,interprete}",prud. ham. 2.327 |1.5|
"{ad,intueor}",prud. ham. 2.913 |2.3|
"{ad,intuitum}",prud. ham. 2.913 |2.3|
"{ad,intuitus}",prud. ham. 2.913 |2.3|
"{ad,inuidia}",prud. ham. 2.554 |2.3|
"{ad,inuidiam}",prud. ham. 2.554 |2.3|
"{ad,ipse}",prud. ham. 2.380 |6.7|
"{ad,ipsum}",prud. ham. 2.380 |6.7|
"{ad,iuga}",prud. ham. 2.429 |3.6|
"{ad,iugo}",prud. ham. 2.429 |3.6|
"{ad,iugum}",prud. ham. 2.429 |3.6|
"{ad,iugus}",prud. ham. 2.429 |3.6|
"{ad,labor}",prud. ham. 1.3 |2.5|
"{ad,laborum}",prud. ham. 1.3 |2.5|
"{ad,leuamen}",prud. epil. 10 |2.3|
"{ad,luctamen}",prud. ham. 2.639 |4.5|
"{ad,luctamina}",prud. ham. 2.639 |4.5|
"{ad,mala}",prud. ham. 2.554 |2.6|
"{ad,malum}",prud. ham. 2.554 |2.6|
"{ad,malus}",prud. ham. 2.554 |2.6|
"{ad,mittit}",prud. ham. 2.379 |2.4|
"{ad,mitto}",prud. ham. 2.379 |2.4|
"{ad,nemo}",prud. ham. 2.379 |2.6|
"{ad,non}",prud. ham. 2.823 |3.6|
"{ad,noster}",prud. ham. 2.554 |2.7|
"{ad,nostra}",prud. ham. 2.554 |2.7|
"{ad,oculisque}",prud. ham. 2.913 |2.5|
"{ad,oculus}",prud. ham. 2.913 |2.5|
"{ad,palpandi}",prud. ham. 2.327 |1.4|
"{ad,pauper}",prud. epil. 10 |2.4|
"{ad,pauperum}",prud. epil. 10 |2.4|
"{ad,peragrans}",prud. ham. 2.913 |2.6|
"{ad,peragro}",prud. ham. 2.913 |2.6|
"{ad,percurrere}",prud. ham. 2.823 |3.5|
"{ad,percurro}",prud. ham. 2.823 |3.5|
"{ad,possum}",prud. epil. 10 |2.5|
"{ad,potens}",prud. epil. 10 |2.5|
"{ad,potentes}",prud. epil. 10 |2.5|
"{ad,proelia}",prud. ham. 2.416 |4.5|
"{ad,proelio}",prud. ham. 2.416 |4.5|
"{ad,proelior}",prud. ham. 2.416 |4.5|
"{ad,proelium}",prud. ham. 2.416 |4.5|
"{ad,rapi}",prud. ham. 2.429 |3.5|
"{ad,rapio}",prud. ham. 2.429 |3.5|
"{ad,rapum}",prud. ham. 2.429 |3.5|
"{ad,repens}",prud. ham. 2.178 |5.7|
"{ad,repente}",prud. ham. 2.178 |5.7|
"{ad,repo}",prud. ham. 2.178 |5.7|
"{ad,reuerti}",prud. ham. 2.832 |4.6|
"{ad,reuerto}",prud. ham. 2.832 |4.6|
"{ad,sensu}",prud. ham. 2.327 |1.6|
"{ad,sensuque}",prud. ham. 2.913 |2.4|
"{ad,sensus}","prud. ham. 2.327 |1.6| , prud. ham. 2.913 |2.4|"
"{ad,sentio}","prud. ham. 2.327 |1.6| , prud. ham. 2.913 |2.4|"
"{ad,sinit}",prud. ham. 2.823 |3.7|
"{ad,sino}",prud. ham. 2.823 |3.7|
"{ad,sucum}",prud. ham. 2.366 |5.7|
"{ad,sucus}",prud. ham. 2.366 |5.7|
"{ad,superas}",prud. ham. 2.823 |3.4|
"{ad,supero}",prud. ham. 2.823 |3.4|
"{ad,superus}",prud. ham. 2.823 |3.4|
"{ad,suspiria}",prud. ham. 2.379 |2.5|
"{ad,suspirium}",prud. ham. 2.379 |2.5|
"{ad,tactum}",prud. ham. 2.327 |1.2|
"{ad,tactus}",prud. ham. 2.327 |1.2|
"{ad,tango}",prud. ham. 2.327 |1.2|
"{ad,turma}",prud. ham. 2.416 |4.6|
"{ad,turmae}",prud. ham. 2.416 |4.6|
"{ad,uero}",prud. ham. 2.639 |4.6|
"{ad,uerum}",prud. ham. 2.639 |4.6|
"{ad,uerus}",prud. ham. 2.639 |4.6|
"{ad,uincla}",prud. ham. 2.429 |3.4|
"{ad,uinclum}",prud. ham. 2.429 |3.4|
"{ad,uinculum}",prud. ham. 2.429 |3.4|
"{ad,unam}",prud. ham. 2.55 |7.8|
"{ad,unus}",prud. ham. 2.55 |7.8|
"{ad,uolatu}",prud. ham. 2.845 |5.7|
"{ad,uolatus}",prud. ham. 2.845 |5.7|
"{ad,uolens}",prud. ham. 2.429 |3.8|
"{ad,uolentes}",prud. ham. 2.429 |3.8|
"{ad,uolo}","prud. ham. 2.327 |1.3| , prud. ham. 2.429 |3.8| , prud. ham. 2.845 |5.7|"
"{ad,uoluit}",prud. ham. 2.327 |1.3|
"{ad,uoluo}",prud. ham. 2.327 |1.3|
"{ad,uoti}",prud. ham. 2.756 |5.7|
"{ad,uotum}",prud. ham. 2.756 |5.7|
"{ad,uoueo}",prud. ham. 2.756 |5.7|
"{ad,usque}",prud. ham. 2.950 |5.6|
"{ad,usum}",prud. epil. 22 |3.4|
"{ad,usus}",prud. epil. 22 |3.4|
"{ad,utor}",prud. epil. 22 |3.4|
"{addentem,talentis}",prud. ham. 2.256 |3.5|
"{addentem,talentum}",prud. ham. 2.256 |3.5|
"{addentem,ueto}",prud. ham. 2.256 |3.4|
"{addentem,uota}",prud. ham. 2.256 |3.4|
"{addentem,uotum}",prud. ham. 2.256 |3.4|
"{addentem,uoueo}",prud. ham. 2.256 |3.4|
"{addicere,regi}",prud. ham. 2.194 |5.6|
"{addicere,regium}",prud. ham. 2.194 |5.6|
"{addicere,regius}",prud. ham. 2.194 |5.6|
"{addicere,rego}",prud. ham. 2.194 |5.6|
"{addicere,rex}",prud. ham. 2.194 |5.6|
"{addicit,amor}",prud. ham. 2.334 |7.8|
"{addicit,amori}",prud. ham. 2.334 |7.8|
"{addico,amor}",prud. ham. 2.334 |7.8|
"{addico,amori}",prud. ham. 2.334 |7.8|
"{addico,ceruicibus}",prud. ham. 2.430 |1.3|
"{addico,ceruix}",prud. ham. 2.430 |1.3|
"{addico,et}",prud. ham. 2.430 |1.4|
"{addico,habena}",prud. ham. 2.436 |4.6|
"{addico,habenis}",prud. ham. 2.436 |4.6|
"{addico,nebulo}",prud. ham. 2.430 |1.5|
"{addico,nebulonum}",prud. ham. 2.430 |1.5|
"{addico,regi}",prud. ham. 2.194 |5.6|
"{addico,regium}",prud. ham. 2.194 |5.6|
"{addico,regius}",prud. ham. 2.194 |5.6|
"{addico,rego}",prud. ham. 2.194 |5.6|
"{addico,rex}",prud. ham. 2.194 |5.6|
"{addico,sentio}",prud. ham. 2.436 |4.5|
"{addico,sentit}",prud. ham. 2.436 |4.5|
"{addico,subeo}",prud. ham. 2.430 |1.2|
"{addico,subeunt}",prud. ham. 2.430 |1.2|
"{addictis,ceruicibus}",prud. ham. 2.430 |1.3|
"{addictis,ceruix}",prud. ham. 2.430 |1.3|
"{addictis,et}",prud. ham. 2.430 |1.4|
"{addictis,nebulo}",prud. ham. 2.430 |1.5|
"{addictis,nebulonum}",prud. ham. 2.430 |1.5|
"{addictis,subeo}",prud. ham. 2.430 |1.2|
"{addictis,subeunt}",prud. ham. 2.430 |1.2|
"{addictum,habena}",prud. ham. 2.436 |4.6|
"{addictum,habenis}",prud. ham. 2.436 |4.6|
"{addictum,sentio}",prud. ham. 2.436 |4.5|
"{addictum,sentit}",prud. ham. 2.436 |4.5|
"{addictus,ceruicibus}",prud. ham. 2.430 |1.3|
"{addictus,ceruix}",prud. ham. 2.430 |1.3|
"{addictus,et}",prud. ham. 2.430 |1.4|
"{addictus,habena}",prud. ham. 2.436 |4.6|
"{addictus,habenis}",prud. ham. 2.436 |4.6|
"{addictus,nebulo}",prud. ham. 2.430 |1.5|
"{addictus,nebulonum}",prud. ham. 2.430 |1.5|
"{addictus,sentio}",prud. ham. 2.436 |4.5|
"{addictus,sentit}",prud. ham. 2.436 |4.5|
"{addictus,subeo}",prud. ham. 2.430 |1.2|
"{addictus,subeunt}",prud. ham. 2.430 |1.2|
"{addidit,aures}",prud. ham. 2.318 |5.6|
"{addidit,auris}",prud. ham. 2.318 |5.6|
"{addidit,auro}",prud. ham. 2.318 |5.6|
"{additur,ars}",prud. ham. 2.290 |1.2|
"{additur,fila}",prud. ham. 2.290 |1.4|
"{additur,filum}",prud. ham. 2.290 |1.4|
"{additur,herba}",prud. ham. 2.290 |1.5|
"{additur,herbis}",prud. ham. 2.290 |1.5|
"{additur,recoctis}",prud. ham. 2.290 |1.7|
"{additur,recoquo}",prud. ham. 2.290 |1.7|
"{additur,saturata}",prud. ham. 2.290 |1.6|
"{additur,saturo}",prud. ham. 2.290 |1.6|
"{additur,ut}",prud. ham. 2.290 |1.3|
"{addo,ars}",prud. ham. 2.290 |1.2|
"{addo,aures}",prud. ham. 2.318 |5.6|
"{addo,auris}",prud. ham. 2.318 |5.6|
"{addo,auro}",prud. ham. 2.318 |5.6|
"{addo,fila}",prud. ham. 2.290 |1.4|
"{addo,filum}",prud. ham. 2.290 |1.4|
"{addo,herba}",prud. ham. 2.290 |1.5|
"{addo,herbis}",prud. ham. 2.290 |1.5|
"{addo,recoctis}",prud. ham. 2.290 |1.7|
"{addo,recoquo}",prud. ham. 2.290 |1.7|
"{addo,saturata}",prud. ham. 2.290 |1.6|
"{addo,saturo}",prud. ham. 2.290 |1.6|
"{addo,ut}",prud. ham. 2.290 |1.3|
"{adflatu,aurum}",prud. ham. 2.698 |3.6|
"{adflatu,ego}",prud. ham. 2.698 |3.4|
"{adflatu,noster}",prud. ham. 2.698 |3.4|
"{adflatu,nostri}",prud. ham. 2.698 |3.4|
"{adflatu,ora}",prud. ham. 2.698 |3.6|
"{adflatu,oris}",prud. ham. 2.698 |3.6|
"{adflatu,os}",prud. ham. 2.698 |3.6|
"{adflatu,praenobilis}",prud. ham. 2.698 |3.5|
"{adgressus,immemor}",prud. ham. 2.209 |3.6|
"{adgressus,inmemor}",prud. ham. 2.209 |3.6|
"{adgressus,ipse}",prud. ham. 2.209 |3.7|
"{adgressus,ipsum}",prud. ham. 2.209 |3.7|
"{adgressus,praeda}",prud. ham. 2.209 |3.4|
"{adgressus,praedae}",prud. ham. 2.209 |3.4|
"{adgressus,prior}",prud. ham. 2.209 |3.5|
"{adgressus,prius}",prud. ham. 2.209 |3.5|
"{adhuc,aut}",prud. ham. 2.267 |4.7|
"{adhuc,carne}",prud. ham. 2.911 |3.5|
"{adhuc,carnis}",prud. ham. 2.911 |3.5|
"{adhuc,exigat}",prud. ham. 2.267 |4.6|
"{adhuc,exigo}",prud. ham. 2.267 |4.6|
"{adhuc,hyacinthus}",prud. ham. 2.267 |4.8|
"{adhuc,nec}",prud. ham. 2.911 |3.4|
"{adhuc,neque}",prud. ham. 2.911 |3.4|
"{adhuc,reor}",prud. ham. 2.267 |4.5|
"{adhuc,res}",prud. ham. 2.267 |4.5|
"{adhuc,soluo}",prud. ham. 2.911 |3.6|
"{adhuc,solutus}",prud. ham. 2.911 |3.6|
"{adlambunt,aurum}",prud. ham. 2.135 |4.5|
"{adlambunt,cerastae}",prud. ham. 2.135 |4.6|
"{adlambunt,ora}",prud. ham. 2.135 |4.5|
"{adlambunt,oro}",prud. ham. 2.135 |4.5|
"{adlambunt,os}",prud. ham. 2.135 |4.5|
"{adoptiuum,alter}",prud. ham. 2.48 |2.7|
"{adoptiuum,alto}",prud. ham. 2.48 |2.7|
"{adoptiuum,genitor}",prud. ham. 2.48 |2.3|
"{adoptiuum,sibi}",prud. ham. 2.48 |2.4|
"{adoptiuum,sui}",prud. ham. 2.48 |2.4|
"{adoptiuum,sumo}",prud. ham. 2.48 |2.5|
"{adoptiuum,sumpsit}",prud. ham. 2.48 |2.5|
"{adoptiuum,ut}",prud. ham. 2.48 |2.6|
"{adoptiuus,alter}",prud. ham. 2.48 |2.7|
"{adoptiuus,alto}",prud. ham. 2.48 |2.7|
"{adoptiuus,genitor}",prud. ham. 2.48 |2.3|
"{adoptiuus,sibi}",prud. ham. 2.48 |2.4|
"{adoptiuus,sui}",prud. ham. 2.48 |2.4|
"{adoptiuus,sumo}",prud. ham. 2.48 |2.5|
"{adoptiuus,sumpsit}",prud. ham. 2.48 |2.5|
"{adoptiuus,ut}",prud. ham. 2.48 |2.6|
"{adscio,cubile}",prud. ham. 2.786 |6.7|
"{adscio,cubili}",prud. ham. 2.786 |6.7|
"{adscita,cubile}",prud. ham. 2.786 |6.7|
"{adscita,cubili}",prud. ham. 2.786 |6.7|
"{adscitus,iungit}",prud. ham. 2.53 |3.6|
"{adscitus,iungo}",prud. ham. 2.53 |3.6|
"{adscitus,nec}",prud. ham. 2.53 |3.5|
"{adscitus,neque}",prud. ham. 2.53 |3.5|
"{adscitus,sociat}",prud. ham. 2.53 |3.4|
"{adscitus,socio}",prud. ham. 2.53 |3.4|
"{adscitus,uterque}",prud. ham. 2.53 |3.7|
"{adscitus,utrum}",prud. ham. 2.53 |3.7|
"{adscitus,utrumque}",prud. ham. 2.53 |3.7|
"{adscribo,dimensa}",prud. ham. 2.483 |2.3|
"{adscribo,dimetior}",prud. ham. 2.483 |2.3|
"{adscribo,in}",prud. ham. 2.483 |2.4|
"{adscribo,iugera}",prud. ham. 2.483 |2.5|
"{adscribo,iugerum}",prud. ham. 2.483 |2.5|
"{adscribo,sors}",prud. ham. 2.483 |2.6|
"{adscribo,sortem}",prud. ham. 2.483 |2.6|
"{adscriptam,dimensa}",prud. ham. 2.483 |2.3|
"{adscriptam,dimetior}",prud. ham. 2.483 |2.3|
"{adscriptam,in}",prud. ham. 2.483 |2.4|
"{adscriptam,iugera}",prud. ham. 2.483 |2.5|
"{adscriptam,iugerum}",prud. ham. 2.483 |2.5|
"{adscriptam,sors}",prud. ham. 2.483 |2.6|
"{adscriptam,sortem}",prud. ham. 2.483 |2.6|
"{adsedisse,focis}",prud. ham. 2.464 |1.2|
"{adsedisse,focus}",prud. ham. 2.464 |1.2|
"{adsedisse,iniqui}",prud. ham. 2.464 |1.5|
"{adsedisse,iniquus}",prud. ham. 2.464 |1.5|
"{adsedisse,pharao}",prud. ham. 2.464 |1.4|
"{adsedisse,pharaonis}",prud. ham. 2.464 |1.4|
"{adsedisse,pono}",prud. ham. 2.464 |1.3|
"{adsedisse,positos}",prud. ham. 2.464 |1.3|
"{adtenuante,polimus}",prud. ham. 2.329 |5.6|
"{adtenuante,polio}",prud. ham. 2.329 |5.6|
"{aduenio,abdita}",prud. ham. 2.537 |1.5|
"{aduenio,abditus}",prud. ham. 2.537 |1.5|
"{aduenio,abdo}",prud. ham. 2.537 |1.5|
"{aduenio,leti}",prud. ham. 2.537 |1.2|
"{aduenio,letum}",prud. ham. 2.537 |1.2|
"{aduenio,letus}",prud. ham. 2.537 |1.2|
"{aduenio,pectoris}",prud. ham. 2.537 |1.4|
"{aduenio,pectus}",prud. ham. 2.537 |1.4|
"{aduenio,quam}",prud. ham. 2.537 |1.3|
"{aduenio,qui}",prud. ham. 2.537 |1.3|
"{aduenio,quis}",prud. ham. 2.537 |1.3|
"{aduenio,rumpat}",prud. ham. 2.537 |1.6|
"{aduenio,rumpo}",prud. ham. 2.537 |1.6|
"{aduentum,abdita}",prud. ham. 2.537 |1.5|
"{aduentum,abditus}",prud. ham. 2.537 |1.5|
"{aduentum,abdo}",prud. ham. 2.537 |1.5|
"{aduentum,leti}",prud. ham. 2.537 |1.2|
"{aduentum,letum}",prud. ham. 2.537 |1.2|
"{aduentum,letus}",prud. ham. 2.537 |1.2|
"{aduentum,pectoris}",prud. ham. 2.537 |1.4|
"{aduentum,pectus}",prud. ham. 2.537 |1.4|
"{aduentum,quam}",prud. ham. 2.537 |1.3|
"{aduentum,qui}",prud. ham. 2.537 |1.3|
"{aduentum,quis}",prud. ham. 2.537 |1.3|
"{aduentum,rumpat}",prud. ham. 2.537 |1.6|
"{aduentum,rumpo}",prud. ham. 2.537 |1.6|
"{aduentus,abdita}",prud. ham. 2.537 |1.5|
"{aduentus,abditus}",prud. ham. 2.537 |1.5|
"{aduentus,abdo}",prud. ham. 2.537 |1.5|
"{aduentus,leti}",prud. ham. 2.537 |1.2|
"{aduentus,letum}",prud. ham. 2.537 |1.2|
"{aduentus,letus}",prud. ham. 2.537 |1.2|
"{aduentus,pectoris}",prud. ham. 2.537 |1.4|
"{aduentus,pectus}",prud. ham. 2.537 |1.4|
"{aduentus,quam}",prud. ham. 2.537 |1.3|
"{aduentus,qui}",prud. ham. 2.537 |1.3|
"{aduentus,quis}",prud. ham. 2.537 |1.3|
"{aduentus,rumpat}",prud. ham. 2.537 |1.6|
"{aduentus,rumpo}",prud. ham. 2.537 |1.6|
"{adultera,colo}",prud. ham. 2.216 |6.7|
"{adultera,culta}",prud. ham. 2.216 |6.7|
"{adultera,cultus}",prud. ham. 2.216 |6.7|
"{adulterium,dolus}",prud. ham. 2.397 |2.3|
"{adulterium,et}",prud. ham. 2.633 |2.4|
"{adulterium,fuluo}",prud. ham. 2.633 |2.3|
"{adulterium,fuluum}",prud. ham. 2.633 |2.3|
"{adulterium,fuluus}",prud. ham. 2.633 |2.3|
"{adulterium,furtum}",prud. ham. 2.397 |2.5|
"{adulterium,munere}",prud. ham. 2.633 |2.6|
"{adulterium,munus}",prud. ham. 2.633 |2.6|
"{adulterium,obtrectatio}",prud. ham. 2.397 |2.4|
"{adulterium,se}",prud. ham. 2.633 |2.5|
"{adulterium,sui}",prud. ham. 2.633 |2.5|
"{adulterium,uilem}",prud. ham. 2.633 |2.7|
"{adulterium,uilis}",prud. ham. 2.633 |2.7|
"{adultero,colo}",prud. ham. 2.216 |6.7|
"{adultero,culta}",prud. ham. 2.216 |6.7|
"{adultero,cultus}",prud. ham. 2.216 |6.7|
"{adumbrata,dulcedine}",prud. ham. 2.335 |3.4|
"{adumbrata,dulcedo}",prud. ham. 2.335 |3.4|
"{adumbrata,triste}",prud. ham. 2.335 |3.5|
"{adumbrata,tristis}",prud. ham. 2.335 |3.5|
"{adumbrata,uenenum}",prud. ham. 2.335 |3.6|
"{adumbro,dulcedine}",prud. ham. 2.335 |3.4|
"{adumbro,dulcedo}",prud. ham. 2.335 |3.4|
"{adumbro,triste}",prud. ham. 2.335 |3.5|
"{adumbro,tristis}",prud. ham. 2.335 |3.5|
"{adumbro,uenenum}",prud. ham. 2.335 |3.6|
"{aduoluitur,ara}",prud. ham. 2.405 |5.6|
"{aduoluitur,aris}",prud. ham. 2.405 |5.6|
"{aduoluitur,aron}",prud. ham. 2.405 |5.6|
"{aduoluitur,aros}",prud. ham. 2.405 |5.6|
"{aduoluo,ara}",prud. ham. 2.405 |5.6|
"{aduoluo,aris}",prud. ham. 2.405 |5.6|
"{aduoluo,aron}",prud. ham. 2.405 |5.6|
"{aduoluo,aros}",prud. ham. 2.405 |5.6|
"{aeger,anima}",prud. ham. 2.389 |2.3|
"{aeger,animas}",prud. ham. 2.389 |2.3|
"{aeger,animo}",prud. ham. 2.389 |2.3|
"{aeger,morborum}",prud. ham. 2.389 |2.4|
"{aeger,morbus}",prud. ham. 2.389 |2.4|
"{aeger,pestibus}",prud. ham. 2.389 |2.5|
"{aeger,pestis}",prud. ham. 2.389 |2.5|
"{aeger,urgeo}",prud. ham. 2.389 |2.6|
"{aeger,urget}",prud. ham. 2.389 |2.6|
"{aegras,anima}",prud. ham. 2.389 |2.3|
"{aegras,animas}",prud. ham. 2.389 |2.3|
"{aegras,animo}",prud. ham. 2.389 |2.3|
"{aegras,morborum}",prud. ham. 2.389 |2.4|
"{aegras,morbus}",prud. ham. 2.389 |2.4|
"{aegras,pestibus}",prud. ham. 2.389 |2.5|
"{aegras,pestis}",prud. ham. 2.389 |2.5|
"{aegras,urgeo}",prud. ham. 2.389 |2.6|
"{aegras,urget}",prud. ham. 2.389 |2.6|
"{aegyptum,coerceo}",prud. ham. 2.470 |3.6|
"{aegyptum,coercet}",prud. ham. 2.470 |3.6|
"{aegyptum,serpens}",prud. ham. 2.470 |3.5|
"{aegyptum,serpente}",prud. ham. 2.470 |3.5|
"{aegyptum,serpo}",prud. ham. 2.470 |3.5|
"{aegyptum,uirga}",prud. ham. 2.470 |3.4|
"{aegyptus,coerceo}",prud. ham. 2.470 |3.6|
"{aegyptus,coercet}",prud. ham. 2.470 |3.6|
"{aegyptus,serpens}",prud. ham. 2.470 |3.5|
"{aegyptus,serpente}",prud. ham. 2.470 |3.5|
"{aegyptus,serpo}",prud. ham. 2.470 |3.5|
"{aegyptus,uirga}",prud. ham. 2.470 |3.4|
"{aemulator,hostia}",prud. ham. 1.31 |3.4|
"{aemulator,hostiae}",prud. ham. 1.31 |3.4|
"{aemulator,hostius}",prud. ham. 1.31 |3.4|
"{aemulus,ad}",prud. ham. 2.178 |1.5|
"{aemulus,diuina}",prud. ham. 2.178 |1.6|
"{aemulus,diuino}",prud. ham. 2.178 |1.6|
"{aemulus,diuinum}",prud. ham. 2.178 |1.6|
"{aemulus,diuinus}",prud. ham. 2.178 |1.6|
"{aemulus,memorant}",prud. ham. 2.178 |1.3|
"{aemulus,memoro}",prud. ham. 2.178 |1.3|
"{aemulus,opera}",prud. ham. 2.178 |1.4|
"{aemulus,opero}",prud. ham. 2.178 |1.4|
"{aemulus,opus}",prud. ham. 2.178 |1.4|
"{aemulus,repens}",prud. ham. 2.178 |1.7|
"{aemulus,repente}",prud. ham. 2.178 |1.7|
"{aemulus,repo}",prud. ham. 2.178 |1.7|
"{aemulus,ut}",prud. ham. 2.178 |1.2|
"{aeque,harundo}",prud. ham. 2.533 |3.6|
"{aeque,transcurrit}",prud. ham. 2.533 |3.5|
"{aeque,transcurro}",prud. ham. 2.533 |3.5|
"{aeque,uenio}",prud. ham. 2.533 |3.4|
"{aeque,uentos}",prud. ham. 2.533 |3.4|
"{aeque,uentus}",prud. ham. 2.533 |3.4|
"{aequiperabile,quidquam}",prud. ham. 2.79 |5.6|
"{aequiperabile,quisquam}",prud. ham. 2.79 |5.6|
"{aequoreas,aeterna}",prud. ham. 2.109 |3.4|
"{aequoreas,aeterno}",prud. ham. 2.109 |3.4|
"{aequoreas,aeternus}",prud. ham. 2.109 |3.4|
"{aequoreas,lege}",prud. ham. 2.109 |3.5|
"{aequoreas,lego}",prud. ham. 2.109 |3.5|
"{aequoreas,lex}",prud. ham. 2.109 |3.5|
"{aequoreas,procella}",prud. ham. 2.109 |3.6|
"{aequoreas,procellas}",prud. ham. 2.109 |3.6|
"{aequoreas,procello}",prud. ham. 2.109 |3.6|
"{aequoreum,cedente}",prud. ham. 2.471 |3.5|
"{aequoreum,cedo}",prud. ham. 2.471 |3.5|
"{aequoreum,pelago}",prud. ham. 2.471 |3.4|
"{aequoreum,pelagus}",prud. ham. 2.471 |3.4|
"{aequoreum,profundum}",prud. ham. 2.471 |3.6|
"{aequoreum,profundus}",prud. ham. 2.471 |3.6|
"{aequoreus,aeterna}",prud. ham. 2.109 |3.4|
"{aequoreus,aeterno}",prud. ham. 2.109 |3.4|
"{aequoreus,aeternus}",prud. ham. 2.109 |3.4|
"{aequoreus,cedente}",prud. ham. 2.471 |3.5|
"{aequoreus,cedo}",prud. ham. 2.471 |3.5|
"{aequoreus,lege}",prud. ham. 2.109 |3.5|
"{aequoreus,lego}",prud. ham. 2.109 |3.5|
"{aequoreus,lex}",prud. ham. 2.109 |3.5|
"{aequoreus,pelago}",prud. ham. 2.471 |3.4|
"{aequoreus,pelagus}",prud. ham. 2.471 |3.4|
"{aequoreus,procella}",prud. ham. 2.109 |3.6|
"{aequoreus,procellas}",prud. ham. 2.109 |3.6|
"{aequoreus,procello}",prud. ham. 2.109 |3.6|
"{aequoreus,profundum}",prud. ham. 2.471 |3.6|
"{aequoreus,profundus}",prud. ham. 2.471 |3.6|
"{aequus,harundo}",prud. ham. 2.533 |3.6|
"{aequus,transcurrit}",prud. ham. 2.533 |3.5|
"{aequus,transcurro}",prud. ham. 2.533 |3.5|
"{aequus,uenio}",prud. ham. 2.533 |3.4|
"{aequus,uentos}",prud. ham. 2.533 |3.4|
"{aequus,uentus}",prud. ham. 2.533 |3.4|
"{aer,canoro}",prud. ham. 2.480 |6.7|
"{aer,canorum}",prud. ham. 2.480 |6.7|
"{aer,canorus}",prud. ham. 2.480 |6.7|
"{aer,defio}",prud. epil. 16 |2.3|
"{aer,defit}",prud. epil. 16 |2.3|
"{aer,expolio}",prud. epil. 16 |2.4|
"{aer,expolita}",prud. epil. 16 |2.4|
"{aer,labor}",prud. ham. 2.849 |5.6|
"{aer,lapsu}",prud. ham. 2.849 |5.6|
"{aer,lapsus}",prud. ham. 2.849 |5.6|
"{aer,librat}",prud. ham. 2.381 |6.7|
"{aer,libro}",prud. ham. 2.381 |6.7|
"{aer,mens}",prud. ham. 2.532 |6.7|
"{aer,mentem}",prud. ham. 2.532 |6.7|
"{aer,peluis}",prud. epil. 16 |2.5|
"{aera,labor}",prud. ham. 2.849 |5.6|
"{aera,lapsu}",prud. ham. 2.849 |5.6|
"{aera,lapsus}",prud. ham. 2.849 |5.6|
"{aera,librat}",prud. ham. 2.381 |6.7|
"{aera,libro}",prud. ham. 2.381 |6.7|
"{aerato,machina}",prud. ham. 2.488 |4.5|
"{aerato,rostro}",prud. ham. 2.488 |4.6|
"{aerato,rostrum}",prud. ham. 2.488 |4.6|
"{aeratus,machina}",prud. ham. 2.488 |4.5|
"{aeratus,rostro}",prud. ham. 2.488 |4.6|
"{aeratus,rostrum}",prud. ham. 2.488 |4.6|
"{aere,canoro}",prud. ham. 2.480 |6.7|
"{aere,canorum}",prud. ham. 2.480 |6.7|
"{aere,canorus}",prud. ham. 2.480 |6.7|
"{aere,defio}",prud. epil. 16 |2.3|
"{aere,defit}",prud. epil. 16 |2.3|
"{aere,expolio}",prud. epil. 16 |2.4|
"{aere,expolita}",prud. epil. 16 |2.4|
"{aere,mens}",prud. ham. 2.532 |6.7|
"{aere,mentem}",prud. ham. 2.532 |6.7|
"{aere,peluis}",prud. epil. 16 |2.5|
"{aerio,sol}",prud. ham. 2.503 |3.6|
"{aerio,sole}",prud. ham. 2.503 |3.6|
"{aerio,soleo}",prud. ham. 2.503 |3.6|
"{aerio,solum}",prud. ham. 2.503 |3.6|
"{aerio,solus}",prud. ham. 2.503 |3.6|
"{aerio,sub}",prud. ham. 2.503 |3.5|
"{aerio,tenebrae}",prud. ham. 2.503 |3.7|
"{aerio,tenebras}",prud. ham. 2.503 |3.7|
"{aerio,tenebro}",prud. ham. 2.503 |3.7|
"{aerio,uanas}",prud. ham. 2.503 |3.4|
"{aerio,uano}",prud. ham. 2.503 |3.4|
"{aerio,uanus}",prud. ham. 2.503 |3.4|
"{aerios,etiam}",prud. ham. 2.166 |3.4|
"{aerios,hiatus}",prud. ham. 2.879 |3.6|
"{aerios,hio}",prud. ham. 2.879 |3.6|
"{aerios,minister}",prud. ham. 2.166 |3.6|
"{aerios,ministros}",prud. ham. 2.166 |3.6|
"{aerios,molior}",prud. ham. 2.166 |3.5|
"{aerios,molita}",prud. ham. 2.166 |3.5|
"{aerios,molitum}",prud. ham. 2.166 |3.5|
"{aerios,molitus}",prud. ham. 2.166 |3.5|
